,SOURCE_DESC,SECTOR_DESC,GROUP_DESC,COMMODITY_DESC,CLASS_DESC,PRODN_PRACTICE_DESC,UTIL_PRACTICE_DESC,STATISTICCAT_DESC,UNIT_DESC,SHORT_DESC,DOMAIN_DESC,DOMAINCAT_DESC,AGG_LEVEL_DESC,STATE_ANSI,STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,ASD_CODE,ASD_DESC,COUNTY_ANSI,COUNTY_CODE,COUNTY_NAME,REGION_DESC,ZIP_5,WATERSHED_CODE,WATERSHED_DESC,CONGR_DISTRICT_CODE,COUNTRY_CODE,COUNTRY_NAME,LOCATION_DESC,YEAR,FREQ_DESC,BEGIN_CODE,END_CODE,REFERENCE_PERIOD_DESC,WEEK_ENDING,LOAD_TIME,VALUE,CV_%
16002215,SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,SILAGE,AREA HARVESTED,ACRES,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"9,400",
19473549,SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,SILAGE,PRODUCTION,TONS,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"76,100",
10913901,SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,SILAGE,YIELD,TONS / ACRE,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,8.1,
3298125,SURVEY,CROPS,FIELD CROPS,FLAXSEED,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,FLAXSEED - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"12,200",
1988443,SURVEY,CROPS,FIELD CROPS,FLAXSEED,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,FLAXSEED - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"13,000",
11953047,SURVEY,CROPS,FIELD CROPS,FLAXSEED,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"FLAXSEED - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"87,800",
4219208,SURVEY,CROPS,FIELD CROPS,FLAXSEED,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,7.2,
14931747,SURVEY,CROPS,FIELD CROPS,FLAXSEED,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / NET PLANTED ACRE,"FLAXSEED - YIELD, MEASURED IN BU / NET PLANTED ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,6.8,
9230443,SURVEY,CROPS,FIELD CROPS,HAY,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"109,400",
588106,SURVEY,CROPS,FIELD CROPS,HAY,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"129,200",
2863023,SURVEY,CROPS,FIELD CROPS,HAY,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,TONS / ACRE,"HAY - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1.18,
11338855,SURVEY,CROPS,FIELD CROPS,HAY,(EXCL ALFALFA),ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"40,200",
106793,SURVEY,CROPS,FIELD CROPS,HAY,(EXCL ALFALFA),ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"38,100",
4210483,SURVEY,CROPS,FIELD CROPS,HAY,(EXCL ALFALFA),ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,TONS / ACRE,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,0.95,
11143404,SURVEY,CROPS,FIELD CROPS,HAY,ALFALFA,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"69,200",
14773944,SURVEY,CROPS,FIELD CROPS,HAY,ALFALFA,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"91,100",
11123389,SURVEY,CROPS,FIELD CROPS,HAY,ALFALFA,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,TONS / ACRE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1.32,
17428504,SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,OATS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"42,400",
16620897,SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,OATS - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"53,300",
8463304,SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,457,100",
7755438,SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"OATS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,34.4,
15436342,SURVEY,CROPS,FIELD CROPS,OATS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / NET PLANTED ACRE,"OATS - YIELD, MEASURED IN BU / NET PLANTED ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,27.3,
10249401,SURVEY,CROPS,FIELD CROPS,RYE,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,RYE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,300",
11356763,SURVEY,CROPS,FIELD CROPS,RYE,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,RYE - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,400",
3574597,SURVEY,CROPS,FIELD CROPS,RYE,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"RYE - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"25,600",
321199,SURVEY,CROPS,FIELD CROPS,RYE,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"RYE - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,19.7,
14524358,SURVEY,CROPS,FIELD CROPS,RYE,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / NET PLANTED ACRE,"RYE - YIELD, MEASURED IN BU / NET PLANTED ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,18.3,
18961336,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SUNFLOWER - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,100",
7476871,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,SUNFLOWER - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,200",
4695349,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,LB,"SUNFLOWER - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"890,000",
8698431,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,LB / ACRE,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,810,
309912,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,LB / NET PLANTED ACRE,"SUNFLOWER - YIELD, MEASURED IN LB / NET PLANTED ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,74,
6031959,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SUNFLOWER, OIL TYPE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,100",
8439202,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,"SUNFLOWER, OIL TYPE - ACRES PLANTED",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,200",
6433814,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,LB,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"890,000",
8615750,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,LB / ACRE,"SUNFLOWER, OIL TYPE - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,810,
7444860,SURVEY,CROPS,FIELD CROPS,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,LB / NET PLANTED ACRE,"SUNFLOWER, OIL TYPE - YIELD, MEASURED IN LB / NET PLANTED ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,74,
16897449,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"205,500",
14472375,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"207,300",
1624526,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,"AREA PLANTED, NET",ACRES,"WHEAT - ACRES PLANTED, NET",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"207,300",
2987479,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"3,367,800",
9047061,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,16.4,
11975631,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / NET PLANTED ACRE,"WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,16.2,
3747606,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,000",
15894213,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,"WHEAT, IRRIGATED - ACRES PLANTED",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,000",
13049663,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,"AREA PLANTED, NET",ACRES,"WHEAT, IRRIGATED - ACRES PLANTED, NET",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,000",
6176522,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"40,000",
10828526,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,40,
1310020,SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,YIELD,BU / NET PLANTED ACRE,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",TOTAL,NOT SPECIFIED,COUNTY,38.0,38,ND,NORTH DAKOTA,80.0,SOUTH CENTRAL,15.0,15.0,BURLEIGH,,,0,,,9000,UNITED STATES,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",1976,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,40,
